example_id,baseline_correct,treatment_correct,baseline_chars,treatment_chars,baseline_tokens,treatment_tokens,baseline_parsed,treatment_parsed
gsm8k-test-00816-fcef2039,0,0,70,83,288,288,1500,1
gsm8k-test-00817-bb19e29a,1,1,4,4,261,261,15,15
gsm8k-test-00818-d002a312,0,0,3,107,143,288,8,20
gsm8k-test-00819-d9eb85db,1,1,6,6,263,151,6250,6250
gsm8k-test-00820-05a3459f,0,1,126,5,288,208,8,720
gsm8k-test-00821-0fc31d87,0,1,5,4,262,200,100,35
gsm8k-test-00822-61380d43,0,0,96,76,288,288,252,30
gsm8k-test-00823-99d384b1,0,0,4,4,159,131,28,18
gsm8k-test-00824-8c9cb5ad,1,0,114,4,288,204,52,88
gsm8k-test-00825-f17c2f13,1,0,90,3,288,260,153,1
gsm8k-test-00826-9e33b3f8,1,1,4,4,175,168,27,27
gsm8k-test-00827-8693657a,0,0,7,7,210,263,27.00,24.0
gsm8k-test-00828-e81abeb9,1,0,109,83,288,288,60,3
gsm8k-test-00829-66f0a630,0,0,100,93,288,288,24000,50000
gsm8k-test-00830-0d3dc91f,0,0,5,14,254,264,840,1440
gsm8k-test-00831-f23967bf,0,0,8,32,265,284,549.00,1305.00
gsm8k-test-00832-09ee1c45,0,0,4,7,261,264,44,20.00
gsm8k-test-00833-332180f6,0,0,67,107,288,288,3,4
gsm8k-test-00834-06c1abfe,1,0,4,104,179,288,80,4
gsm8k-test-00835-c4de7ed4,0,0,4,5,224,197,24,4.5
gsm8k-test-00836-cf158eca,0,0,9,97,265,288,40,80
gsm8k-test-00837-da8be9e9,0,0,5,5,213,233,230,50
gsm8k-test-00838-41b8dd72,0,1,3,4,260,154,0,15
gsm8k-test-00839-d00fb9b4,1,0,3,93,202,288,2,3
gsm8k-test-00840-25552acc,0,1,15,4,261,155,4,16
gsm8k-test-00841-fb0a24a6,0,0,6,78,263,288,4400,800
gsm8k-test-00842-f50cc0f5,1,1,4,4,261,92,10,10
gsm8k-test-00843-09611f03,0,0,3,94,218,288,1,3
gsm8k-test-00844-44f3552f,0,0,5,125,132,288,150,270
gsm8k-test-00845-0b13d6ea,0,0,3,3,260,223,7,3
gsm8k-test-00846-3aa8d4c8,0,0,4,4,261,161,12,12
gsm8k-test-00847-94aeb3ff,0,1,5,5,262,179,525,975
gsm8k-test-00848-069f6cd3,1,1,4,4,150,156,10,10
gsm8k-test-00849-1d80cc28,1,1,5,4,162,115,75,75
gsm8k-test-00850-68f5e6e6,1,0,4,5,261,132,70,100
gsm8k-test-00851-a4102d25,1,1,83,78,288,288,110,110
gsm8k-test-00852-7432b9f2,0,0,4,8,260,264,21,42.99
gsm8k-test-00853-ebbfda57,1,0,4,5,189,187,15,270
gsm8k-test-00854-9e9248c5,0,0,5,125,262,288,114,114
gsm8k-test-00855-4b405280,0,0,111,107,285,288,2,2
gsm8k-test-00856-7c83b630,1,1,3,3,197,191,7,7
gsm8k-test-00857-c97c5aa1,1,0,7,7,180,221,14000,26000
gsm8k-test-00858-8e2bd529,0,0,119,125,288,288,2280,430
gsm8k-test-00859-76aaa524,1,1,6,6,191,191,1520,1520
gsm8k-test-00860-5264cc08,0,1,3,3,233,194,6,3
gsm8k-test-00861-39d6bd05,0,0,4,114,154,288,12,1
gsm8k-test-00862-bbaf8ef4,1,1,93,117,288,288,40,40
gsm8k-test-00863-7594a2de,1,0,5,4,262,191,110,65
gsm8k-test-00864-80c6c993,0,0,5,5,196,199,100,120
gsm8k-test-00865-9fa70f2d,0,0,4,90,261,288,13,0.10
gsm8k-test-00866-f8c95a63,0,0,4,4,261,261,72,84
gsm8k-test-00867-2064b5a5,0,1,105,3,288,92,5,7
gsm8k-test-00868-51522c33,1,0,8,89,264,288,15.00,10
gsm8k-test-00869-ba84bded,1,0,5,80,262,288,500,20
gsm8k-test-00870-420c37cb,0,1,4,4,155,144,60,40
gsm8k-test-00871-99ee5c3f,0,0,66,5,288,261,654,960
gsm8k-test-00872-5d42fef7,1,1,7,7,250,232,13.00,13.00
gsm8k-test-00873-f9e30dcf,0,0,8,29,265,276,11.232,0.51
gsm8k-test-00874-47b735fe,0,0,104,101,288,288,3,3
gsm8k-test-00875-4ca7a83d,1,0,4,82,261,288,60,4
gsm8k-test-00876-a6271ceb,0,0,5,4,134,144,230,29
gsm8k-test-00877-2d377ad5,0,1,7,6,264,185,11000,7000
gsm8k-test-00878-4daa2438,1,1,3,3,260,177,5,5
gsm8k-test-00879-c62dc57e,0,0,89,84,288,288,400,400
gsm8k-test-00880-3a434411,0,1,4,4,261,162,30,10
gsm8k-test-00881-95746fee,0,0,75,103,288,288,10,18
gsm8k-test-00882-a390bffd,0,0,3,4,260,261,0,12
gsm8k-test-00883-f2d4d7e5,0,0,6,6,152,143,32.5,32.5
gsm8k-test-00884-6e4aa9d3,0,1,110,4,288,117,160,50
gsm8k-test-00885-71b2bb64,1,0,5,85,128,288,500,125
gsm8k-test-00886-8f493c8c,1,1,4,4,256,153,20,20
gsm8k-test-00887-d18bfe4d,1,1,4,4,133,233,34,34
gsm8k-test-00888-a0a6fac7,1,1,4,4,261,115,10,10
gsm8k-test-00889-436a58f9,0,0,92,107,288,288,25,40
gsm8k-test-00890-fc290e59,0,0,6,7,263,263,8.33,8.33
gsm8k-test-00891-dfbf7d8a,0,0,87,32,288,288,1210,24.2424242424242424242424242424
gsm8k-test-00892-ce521f85,0,0,3,3,161,180,2,0
gsm8k-test-00893-a0a7e7ab,0,0,93,89,288,288,80,16
gsm8k-test-00894-2cc79848,0,0,6,4,263,220,3840,74
gsm8k-test-00895-2dfc5e55,0,1,4,4,261,228,76,74
gsm8k-test-00896-6dbed024,1,1,5,93,149,288,250,250
gsm8k-test-00897-6384adf8,0,0,6,3,165,125,4.67,2
gsm8k-test-00898-420b6c70,0,0,4,4,261,261,60,60
gsm8k-test-00899-963f8e51,0,1,113,4,288,128,1,16
gsm8k-test-00900-c4ae8d19,1,0,96,124,288,288,15,13
gsm8k-test-00901-136aeda7,0,1,100,3,288,260,2,1
gsm8k-test-00902-a7ec4db4,1,0,101,101,288,288,8.00,0.5
gsm8k-test-00903-c423e612,0,0,4,4,215,166,98,58
gsm8k-test-00904-8f5102fe,0,0,4,115,99,288,24,9
gsm8k-test-00905-64869b94,0,0,85,85,288,288,10,2
gsm8k-test-00906-da2760f4,0,0,3,3,260,260,6,4
gsm8k-test-00907-c7519494,0,0,75,99,288,288,5,2
gsm8k-test-00908-1bed223b,0,0,93,83,288,288,5,10
gsm8k-test-00909-f4ff034a,0,1,97,4,288,173,24,38
gsm8k-test-00910-ad962657,0,0,79,80,288,288,100,100
gsm8k-test-00911-042c0274,0,1,103,4,288,104,0.20,64
gsm8k-test-00912-bed5f91b,0,0,105,85,288,288,10,10
gsm8k-test-00913-d38f11f6,1,0,3,4,260,261,6,20
gsm8k-test-00914-e3fde410,1,0,99,74,288,288,3,100
gsm8k-test-00915-576b2cfd,1,1,4,4,119,132,23,23
gsm8k-test-00916-b44a7bc6,0,0,4,6,261,138,11,9.25
gsm8k-test-00917-44bcc203,1,0,4,69,261,288,12,67890
gsm8k-test-00918-693d1ef2,1,0,4,4,261,196,56,37
gsm8k-test-00919-75383981,0,1,3,4,208,215,0,90
gsm8k-test-00920-3ccfe3e6,0,0,90,97,288,288,49,3
gsm8k-test-00921-76a1374e,0,0,98,98,288,288,2,2
gsm8k-test-00922-2e113f31,0,0,4,102,197,288,70,7
gsm8k-test-00923-16107f53,0,0,4,5,261,189,12,4.5
gsm8k-test-00924-dd6cf248,0,0,99,101,288,288,24,3
gsm8k-test-00925-f1e2438e,1,0,23,6,266,220,2000,3000
gsm8k-test-00926-51860cc8,0,0,4,4,261,261,19,11
gsm8k-test-00927-925b9d06,0,1,89,8,288,202,105000,85000
gsm8k-test-00928-3e11aadb,0,0,106,86,288,288,109,46.4
gsm8k-test-00929-457b371b,0,0,92,95,288,288,5,30
gsm8k-test-00930-35ca9ab3,0,1,85,4,288,97,9,14
gsm8k-test-00931-1aea626b,0,0,107,107,288,288,100,100
gsm8k-test-00932-13d10b8b,0,0,4,4,125,145,20,20
gsm8k-test-00933-5ce1ad65,0,0,92,103,288,288,50,5
gsm8k-test-00934-75db5f55,0,1,132,5,288,200,400,410
gsm8k-test-00935-298733e2,1,0,7,9,264,265,64800,259200
gsm8k-test-00936-79a51caa,0,0,12,5,264,262,1350,350
gsm8k-test-00937-a8687856,0,0,6,6,224,222,1209,1209
gsm8k-test-00938-f4ca8fb1,0,0,101,4,288,161,10,10
gsm8k-test-00939-209a34dc,0,1,5,5,191,147,850,650
gsm8k-test-00940-a8011976,1,0,5,134,262,288,280,56
gsm8k-test-00941-2edf38e7,0,1,5,5,262,228,882,842
gsm8k-test-00942-2c330111,0,0,8,85,187,288,158.75,35
gsm8k-test-00943-d82eb7a9,0,0,92,72,288,288,150,40
gsm8k-test-00944-166c80c7,1,1,4,8,202,264,34,34.00
gsm8k-test-00945-fb9167f0,1,0,102,93,288,288,17,48
gsm8k-test-00946-c0eefac0,0,0,5,5,235,130,210,210
gsm8k-test-00947-319d3f6a,1,1,4,4,261,261,13,13
gsm8k-test-00948-56ab65f1,0,0,4,8,261,265,94,178.60
gsm8k-test-00949-2b127fae,0,0,88,94,288,288,26,26
gsm8k-test-00950-b866278e,0,1,6,3,263,185,31.5,5
gsm8k-test-00951-8fd6525f,0,0,5,5,151,113,200,150
gsm8k-test-00952-f5990159,0,0,90,95,288,288,660,15
gsm8k-test-00953-1695cf1a,0,0,110,119,288,288,23,23
gsm8k-test-00954-e5dbfc5b,0,0,4,4,261,122,10,10
gsm8k-test-00955-68c81058,0,0,6,5,263,143,1250,300
gsm8k-test-00956-3b456f81,1,1,3,3,199,143,1,1
gsm8k-test-00957-32fd83ef,0,0,103,109,288,288,15,
gsm8k-test-00958-35521bc9,0,0,5,6,243,124,9.6,38.4
gsm8k-test-00959-d569f633,0,1,139,142,288,288,10,7
gsm8k-test-00960-3ef52395,0,0,4,120,261,288,10,10
gsm8k-test-00961-1e36f7e8,0,1,5,5,262,137,155,225
gsm8k-test-00962-adda018a,0,0,94,103,288,288,400,400
gsm8k-test-00963-81558eb7,0,0,93,4,288,261,5,69
gsm8k-test-00964-31c70fdf,0,0,83,112,288,288,2,20
gsm8k-test-00965-f3ca7e7e,0,0,5,101,262,288,446,336
gsm8k-test-00966-388c2675,0,0,4,4,261,146,85,54
gsm8k-test-00967-0db78aa6,0,1,96,4,288,226,3.75,30
gsm8k-test-00968-87e2b81e,0,0,105,127,288,288,12,4
gsm8k-test-00969-193eb8e0,0,0,91,77,288,288,600,1234567890
gsm8k-test-00970-a278521e,0,0,4,116,114,288,20,10
gsm8k-test-00971-c3cb3d99,0,0,97,4,288,261,50,50
gsm8k-test-00972-c0698873,0,0,3,3,260,260,9,9
gsm8k-test-00973-31792469,0,0,4,5,207,169,77,5.5
gsm8k-test-00974-19ba003f,0,0,3,104,260,288,8,13
gsm8k-test-00975-f5597fe5,0,0,4,102,210,288,10,30
gsm8k-test-00976-ef06d2fe,0,0,92,21,288,273,15,264
gsm8k-test-00977-fdf9b8a2,1,0,86,70,288,288,4,24
gsm8k-test-00978-2c08ed20,0,0,88,88,288,288,10,10
gsm8k-test-00979-d039917b,0,0,35,3,288,260,20.571428571,0
gsm8k-test-00980-522e7dec,1,1,4,4,261,261,90,90
gsm8k-test-00981-315ff63c,0,0,102,114,288,288,24,4
gsm8k-test-00982-0ba3c7d3,1,0,92,86,288,288,12,20
gsm8k-test-00983-63c10e42,0,0,54,125,288,288,7,5
gsm8k-test-00984-2cf00f5b,0,0,5,5,262,262,558,564
gsm8k-test-00985-df61877c,1,1,4,4,161,147,63,63
gsm8k-test-00986-d6936c86,0,0,4,73,220,288,25,5
gsm8k-test-00987-5d192b58,1,1,126,3,288,149,3,3
gsm8k-test-00988-6e00747d,0,0,86,74,288,288,12,25
gsm8k-test-00989-2ad9bd99,0,0,100,98,288,288,10,10
gsm8k-test-00990-569fe2a0,0,0,102,114,288,288,3,2
gsm8k-test-00991-cc78a9cd,0,0,84,110,288,288,150,30
gsm8k-test-00992-d0305a34,1,0,115,113,288,288,52,12
gsm8k-test-00993-0407558d,0,0,39,5,288,262,100000000000000000000,176
gsm8k-test-00994-101b0e9a,1,0,3,3,260,172,2,1
gsm8k-test-00995-35a2af89,0,1,115,4,288,165,6,12
gsm8k-test-00996-c73d918c,1,0,3,5,260,147,3,6.5
gsm8k-test-00997-66878f1c,0,0,112,6,288,138,500,6000
gsm8k-test-00998-0a2730fd,1,1,4,4,163,163,50,50
gsm8k-test-00999-01916eea,0,0,7,100,192,288,33.33,4
gsm8k-test-01000-14e162fc,0,0,3,3,209,260,9,9
gsm8k-test-01001-db9b0e4c,0,0,94,128,288,288,40,40
gsm8k-test-01002-035a061e,1,0,3,4,260,261,8,28
gsm8k-test-01003-a4de1b0d,0,0,5,16,262,271,108,1050
gsm8k-test-01004-9f87e95b,0,0,4,3,261,235,16,0
gsm8k-test-01005-053f59b0,0,1,6,6,247,221,1440,1490
gsm8k-test-01006-fdc0f9b0,0,0,9,5,160,165,1049.60,816
gsm8k-test-01007-8e0576ff,1,1,4,4,261,182,34,34
gsm8k-test-01008-cc873be4,1,1,5,5,262,262,230,230
gsm8k-test-01009-ff4f0f1f,0,0,6,102,158,288,3000,16
gsm8k-test-01010-3ffaf0e0,0,0,87,87,288,288,10,10
gsm8k-test-01011-0ec558f2,0,0,7,7,264,264,18000,18000
gsm8k-test-01012-55a162e4,0,0,5,5,261,262,28,125
gsm8k-test-01013-e23136d3,1,0,23,101,217,288,2,10
gsm8k-test-01014-60dcca05,0,0,3,4,260,111,7,25
gsm8k-test-01015-f4a8f279,0,0,5,4,262,139,780,12
gsm8k-test-01016-a7d78e5a,0,0,8,8,230,229,138.59,138.53
gsm8k-test-01017-8cf4d169,0,0,105,3,288,167,3,6
gsm8k-test-01018-d2b82c86,0,0,4,98,261,288,10,1
gsm8k-test-01019-5e8a0183,0,1,137,92,288,288,68,98
gsm8k-test-01020-8cae947b,0,0,117,106,288,288,6,6
gsm8k-test-01021-d30137ac,0,1,4,4,212,193,28,36
gsm8k-test-01022-db634e32,1,0,4,3,186,190,12,9
gsm8k-test-01023-db2d2e36,1,1,4,4,261,261,77,77
gsm8k-test-01024-0172bc0c,0,1,89,5,288,111,80,300
gsm8k-test-01025-39c345ce,0,0,4,4,117,116,90,40
gsm8k-test-01026-488aa286,0,0,6,5,205,224,1200,960
gsm8k-test-01027-19e905ba,1,1,4,4,167,148,12,12
gsm8k-test-01028-cfb0bd07,0,1,8,96,185,288,166.67,200
gsm8k-test-01029-deca50be,0,0,96,109,288,288,44,10
gsm8k-test-01030-5eef63ae,0,0,6,116,241,288,100,50
gsm8k-test-01031-55832d27,0,0,3,3,260,260,1,0
gsm8k-test-01032-018f6c64,0,1,5,115,262,288,225,450
gsm8k-test-01033-5f5e3f19,0,0,5,4,202,196,207,15
gsm8k-test-01034-53509ad9,0,0,81,85,288,288,3,3
gsm8k-test-01035-f592e2d5,0,0,4,4,182,176,40,40
gsm8k-test-01036-b257cf18,1,1,4,4,261,261,10,10
gsm8k-test-01037-5f6fa054,1,0,4,96,184,288,10,6
gsm8k-test-01038-bdfb019b,0,0,94,101,288,288,10,2
gsm8k-test-01039-e2c13e9d,0,1,5,5,262,185,148,160
gsm8k-test-01040-613e7767,1,1,5,5,178,147,736,736
gsm8k-test-01041-d55219a2,1,1,5,5,189,197,101,101
gsm8k-test-01042-b7f59158,0,0,5,3,169,168,4.5,9
gsm8k-test-01043-92303715,0,1,93,76,288,288,5,130000
gsm8k-test-01044-ba865f7c,0,0,14,3,265,123,45.75,2
gsm8k-test-01045-e4f79fb4,0,0,32,18,288,175,1000000000000000000000000000000,3680
gsm8k-test-01046-d1b91513,0,0,5,6,262,119,162,8
gsm8k-test-01047-151afe2d,0,1,3,4,260,261,6,10
gsm8k-test-01048-6feb7653,0,0,74,71,288,288,15,15
gsm8k-test-01049-fb3e3670,0,0,95,95,288,288,10,10
gsm8k-test-01050-8af25488,0,1,9,105,133,288,1466.25,655
gsm8k-test-01051-c357caa6,1,1,107,4,288,179,15,15
gsm8k-test-01052-67bae36b,1,1,5,5,182,185,110,110
gsm8k-test-01053-3d3024d6,0,1,4,4,226,194,47,55
gsm8k-test-01054-5c57a1aa,1,1,6,6,200,186,2400,2400
gsm8k-test-01055-84adc855,0,0,60,92,288,288,1440,120
gsm8k-test-01056-5c77e890,0,0,5,3,262,223,260,9
gsm8k-test-01057-98ea0405,0,0,4,4,117,155,16,20
gsm8k-test-01058-4cba5722,0,0,95,5,288,262,100,300
gsm8k-test-01059-f27f43ea,0,0,3,111,260,288,3,
gsm8k-test-01060-e9e2335d,0,0,4,4,261,128,40,63
gsm8k-test-01061-e3c08464,1,0,4,12,261,262,58,80
gsm8k-test-01062-f4ee6593,0,0,97,5,288,262,347,502
gsm8k-test-01063-c640d6f5,0,0,97,97,288,288,80,80
gsm8k-test-01064-f21a9e6c,0,1,5,5,213,159,267,247
gsm8k-test-01065-66a9f2e7,0,0,53,101,288,288,80,3
gsm8k-test-01066-88977349,0,1,3,134,168,288,8,14
gsm8k-test-01067-3f46ac8d,1,1,5,5,162,177,245,245
gsm8k-test-01068-df1e0d93,0,0,110,110,288,288,3,3
gsm8k-test-01069-0cc2ca2b,0,1,4,5,261,200,10,300
gsm8k-test-01070-52839837,0,0,7,92,223,288,24.00,6
gsm8k-test-01071-8cb94056,0,0,106,4,288,261,125,41
gsm8k-test-01072-908924ef,0,0,3,11,260,217,1,40
gsm8k-test-01073-3be47612,0,0,93,4,288,184,315,24
gsm8k-test-01074-4ba473f0,0,0,92,91,288,288,2,500
gsm8k-test-01075-147eedad,0,0,5,6,173,162,100,1.25
gsm8k-test-01076-57933896,1,1,5,86,228,288,162,162
gsm8k-test-01077-259a3531,0,0,127,106,288,288,25,45
gsm8k-test-01078-47484d31,1,0,3,96,260,288,8,12
gsm8k-test-01079-53b2e436,0,0,8,5,263,262,-15.5,100
gsm8k-test-01080-63d42fb7,0,0,125,84,288,288,3,10
gsm8k-test-01081-a399b7ef,0,1,78,79,288,288,90,195
gsm8k-test-01082-fc77826e,0,0,98,120,288,288,4,1
gsm8k-test-01083-9ead973a,0,0,121,89,288,288,8,3.00
gsm8k-test-01084-3c7ee3f0,0,0,113,3,288,206,100,0
gsm8k-test-01085-afa2ebd0,1,0,4,106,147,288,26,4
gsm8k-test-01086-0fd5beca,0,0,38,8,288,189,1,150000
gsm8k-test-01087-338e16b9,0,1,102,4,288,204,5,12
gsm8k-test-01088-7e1e66c7,0,0,114,100,288,288,6.67,20.5
gsm8k-test-01089-75188122,0,0,7,9,105,130,10.67,16
gsm8k-test-01090-3101f57b,0,0,82,89,288,288,10,6
gsm8k-test-01091-941d3e97,1,1,6,6,173,136,1000,1000
gsm8k-test-01092-68082d4d,0,0,36,5,288,144,270,540
gsm8k-test-01093-952fe1fe,0,0,4,4,261,219,72,72
gsm8k-test-01094-d36ca220,0,0,88,6,288,171,3,12.5
gsm8k-test-01095-c6e210d6,1,0,5,4,106,141,270,90
gsm8k-test-01096-2c20f243,0,0,5,7,82,166,150,113.8
gsm8k-test-01097-b8b978bd,1,1,5,5,262,175,480,480
gsm8k-test-01098-f1c05dc7,1,1,4,4,170,162,30,30
gsm8k-test-01099-8e2d1abb,0,0,94,103,288,288,60,60
gsm8k-test-01100-f0fb13eb,0,1,93,101,288,288,15,5
gsm8k-test-01101-d57cde28,1,1,4,10,261,262,16,16
gsm8k-test-01102-576263f7,0,0,80,89,288,288,15.00,103.00
gsm8k-test-01103-d454e529,0,0,6,5,190,262,32.4,3
gsm8k-test-01104-5c8651de,0,0,91,80,288,288,2,15
gsm8k-test-01105-61d9ff55,0,0,4,10,235,262,20,10
gsm8k-test-01106-1a4e2bf2,1,1,3,3,260,135,5,5
gsm8k-test-01107-e75905ce,0,0,89,6,288,157,240,3600
gsm8k-test-01108-0d6711e2,0,1,4,4,172,91,83,38
gsm8k-test-01109-a9e516a6,0,0,111,98,288,288,150,
gsm8k-test-01110-cfd73b5b,0,0,7,6,228,157,9175,37.2
gsm8k-test-01111-a9f00036,0,0,3,3,260,260,0,0
gsm8k-test-01112-91761b1f,0,1,108,6,288,261,1,5
gsm8k-test-01113-04b3b6a7,1,0,4,138,105,288,-3,3
gsm8k-test-01114-e2f487a6,0,0,4,97,166,288,35,5
gsm8k-test-01115-108dbd98,0,0,3,3,260,158,4,4
gsm8k-test-01116-bca05969,1,0,4,122,261,288,60,20
gsm8k-test-01117-906a073f,0,0,5,107,157,288,8.9,5
gsm8k-test-01118-45d10d80,0,0,107,89,288,288,3,8
gsm8k-test-01119-cc2a173f,1,1,4,4,159,130,18,18
gsm8k-test-01120-5f8a10e6,0,0,108,5,288,262,35,280
gsm8k-test-01121-6b446cb0,0,0,90,90,288,288,10,10
gsm8k-test-01122-9a1d207a,0,0,5,4,178,156,376,38
gsm8k-test-01123-92055657,0,0,5,4,262,228,120,45
gsm8k-test-01124-978de596,0,0,118,117,288,288,12,12
gsm8k-test-01125-b895dd7b,0,0,3,93,157,288,3,10
gsm8k-test-01126-8321dd48,1,0,98,112,288,288,50,1
gsm8k-test-01127-48705328,0,0,84,118,288,288,2,120
gsm8k-test-01128-9105ce59,0,0,4,95,192,288,30,16
gsm8k-test-01129-1121bf3a,0,0,110,4,288,252,11,12
gsm8k-test-01130-75be5ef2,0,0,97,98,288,288,8,8
gsm8k-test-01131-10431490,0,0,6,6,262,263,19.2,19.2
gsm8k-test-01132-b0dc7171,0,0,29,7,283,236,17500,30000
gsm8k-test-01133-c26bef65,0,0,4,102,261,288,20,26.67
gsm8k-test-01134-a83fa132,0,0,106,117,288,288,8,8
gsm8k-test-01135-ecdfb364,0,1,89,4,288,150,1,32
gsm8k-test-01136-26742dad,0,0,106,107,288,288,60,60
gsm8k-test-01137-6515b49f,0,0,4,94,147,288,40,40
gsm8k-test-01138-6688c7bf,0,0,5,5,155,218,630,630
gsm8k-test-01139-cd13703a,0,0,90,99,288,288,4,4
gsm8k-test-01140-15e53aeb,0,0,106,95,288,288,1,6
gsm8k-test-01141-8367bac9,1,0,4,5,212,158,20,240
gsm8k-test-01142-2f076d4d,0,0,9,4,143,101,2,19
gsm8k-test-01143-8f8aee5f,0,1,73,5,288,262,56,300
gsm8k-test-01144-3c95ab93,0,0,4,7,254,264,27,46.67
gsm8k-test-01145-cfc052f7,0,0,114,5,288,252,12,144
gsm8k-test-01146-1ed49328,0,0,81,82,288,288,100,100
gsm8k-test-01147-fc025886,0,0,116,4,288,261,6,15
gsm8k-test-01148-06150195,1,1,3,3,260,123,9,9
gsm8k-test-01149-a841a33b,0,0,96,7,288,264,4,29.70
gsm8k-test-01150-bc02acd0,0,1,4,4,261,261,30,21
gsm8k-test-01151-78e327fb,0,0,22,7,267,237,51.33,51.33
gsm8k-test-01152-fedfc30a,0,0,3,4,100,162,6,44
gsm8k-test-01153-7ff10592,0,0,4,6,261,263,11,13.8
gsm8k-test-01154-3e47400d,1,1,4,4,116,220,30,30
gsm8k-test-01155-9237e358,0,0,119,105,288,288,8,6
gsm8k-test-01156-941e44e0,1,0,5,5,182,165,120,240
gsm8k-test-01157-389e693b,0,0,94,100,288,288,1,1
gsm8k-test-01158-3703cfe3,0,0,6,6,253,263,1900,1900
gsm8k-test-01159-75bd98ff,0,0,4,3,245,187,75,3
gsm8k-test-01160-3c1af477,0,0,6,98,123,288,6293,10
gsm8k-test-01161-c53c536c,0,0,6,5,178,128,2.25,240
gsm8k-test-01162-ef1ad002,1,1,88,3,288,117,3,3
gsm8k-test-01163-39fda382,1,0,4,98,122,288,12,1
gsm8k-test-01164-a81aa1b5,0,1,91,3,288,123,5,9
gsm8k-test-01165-26c65d31,0,1,36,6,288,263,768,1248
gsm8k-test-01166-8c0bb115,0,0,38,6,288,263,16,7500
gsm8k-test-01167-f8fc73f3,0,1,73,5,288,139,100,120
gsm8k-test-01168-3cb0a38d,0,1,3,11,260,259,5,20
gsm8k-test-01169-4459d95c,0,0,6,3,263,251,7.50,1
gsm8k-test-01170-3d95128b,0,0,9,121,261,288,4,6
gsm8k-test-01171-e03f54e7,0,0,100,93,288,288,1200,12
gsm8k-test-01172-8946bef8,0,0,4,4,157,182,91,91
gsm8k-test-01173-6206bc51,0,0,5,5,262,246,1.2,120
gsm8k-test-01174-f68cc08e,0,0,84,86,288,288,1000,10
gsm8k-test-01175-86b3ca57,1,0,4,3,173,197,16,8
gsm8k-test-01176-311f9860,0,0,3,6,260,262,5,0.45
gsm8k-test-01177-4568b20a,0,1,4,4,261,187,12,17
gsm8k-test-01178-173e1d62,1,1,4,4,261,261,17,17
gsm8k-test-01179-213b8d63,0,0,3,7,260,173,0,36.67
gsm8k-test-01180-5c273a42,0,1,6,6,261,208,1400,5600
gsm8k-test-01181-e2efd4ff,0,0,74,4,288,256,1,28
gsm8k-test-01182-cc0ffee6,0,0,77,78,288,288,270000,1000
gsm8k-test-01183-48d6c742,0,0,99,4,288,261,13,13
gsm8k-test-01184-1a93ae06,1,0,102,7,288,185,306,637.5
gsm8k-test-01185-7eb4490a,0,0,89,3,288,151,4,8
gsm8k-test-01186-fd618874,0,1,99,90,288,288,3,19
gsm8k-test-01187-d3eceda3,0,0,24,5,266,262,15,9
gsm8k-test-01188-edc65df3,0,0,96,82,288,288,10,20
gsm8k-test-01189-ee808165,1,0,3,96,146,288,6,1
gsm8k-test-01190-7a2c6c6b,0,0,3,3,251,260,0,1
gsm8k-test-01191-1fbc3423,1,1,5,5,175,171,100,100
gsm8k-test-01192-1f9257cb,1,0,5,5,189,179,280,262
gsm8k-test-01193-48e1f4b9,0,0,75,82,288,288,1.50,1.50
gsm8k-test-01194-403c14d7,0,0,5,121,262,288,400,40
gsm8k-test-01195-1b204b20,0,0,5,5,232,214,280,220
gsm8k-test-01196-27ce0aa5,1,0,4,4,261,261,75,15
gsm8k-test-01197-ff0da3f8,1,0,89,89,288,288,2400,600
gsm8k-test-01198-edcaf9b8,0,0,5,4,190,205,135,80
gsm8k-test-01199-afec5cd2,0,0,3,5,188,153,4,3
gsm8k-test-01200-035f5831,1,0,3,87,260,288,8,100
gsm8k-test-01201-2e6bc110,1,0,4,91,256,253,42,5
gsm8k-test-01202-a560fa27,0,0,3,149,53,288,5,2
gsm8k-test-01203-d16951dd,0,0,5,5,247,219,360,360
gsm8k-test-01204-8340c7f0,1,1,5,5,244,262,168,168
gsm8k-test-01205-a0b9c4b9,1,0,100,74,288,288,4,5
gsm8k-test-01206-ad6628c1,1,1,8,7,265,230,40000,40000
gsm8k-test-01207-d8f30eb5,0,0,5,5,182,175,192,192
gsm8k-test-01208-6b97458b,0,0,8,8,195,213,22.125,34.375
gsm8k-test-01209-a7f615da,0,1,4,112,261,288,35,29
gsm8k-test-01210-e3871913,0,0,143,103,288,288,24,10
gsm8k-test-01211-f0c2ba0b,1,1,5,5,136,160,448,448
gsm8k-test-01212-477173f4,0,0,5,4,151,261,135,30
gsm8k-test-01213-06591e30,0,0,5,5,139,209,300,385
gsm8k-test-01214-f8718355,1,1,122,117,288,288,5,5
gsm8k-test-01215-133bd951,0,0,6,3,263,260,1080,1
gsm8k-test-01216-5b792a71,0,0,4,5,254,262,95,180
gsm8k-test-01217-8449de11,0,0,4,95,261,288,54,5
gsm8k-test-01218-9f0055b9,0,1,12,5,262,184,45,225
gsm8k-test-01219-fb3b5890,0,0,101,101,288,288,2,2
gsm8k-test-01220-23adfa57,1,1,4,4,199,163,32,32
gsm8k-test-01221-1d377316,0,0,5,5,262,211,160,160
gsm8k-test-01222-5093c482,1,1,12,5,263,129,350,350
gsm8k-test-01223-f2cd1186,1,1,3,3,168,169,8,8
